First_name,Last_name,DOB,Gender,Type,Term_start,Term_end,State
Louis,Fitzhenry,1870-06-13,M,rep,1913-04-07,1915-03-03,IL
John,Floyd,1858-04-14,M,rep,1905-12-04,1907-03-03,AR
Hiram,Fowler,1851-02-07,M,rep,1911-04-04,1913-03-03,IL
William,Francis,1860-10-25,M,rep,1911-04-04,1913-03-03,OH
Henry,George,1862-11-03,M,rep,1911-04-04,1913-03-03,NY
Michael,Gill,1864-12-05,M,rep,1913-04-07,1915-03-03,MO
Edward,Gilmore,1867-01-04,M,rep,1913-04-07,1915-03-03,MA
Robert,Gittins,1869-12-14,M,rep,1913-04-07,1915-03-03,NY
John,Goeke,1869-10-28,M,rep,1911-04-04,1913-03-03,OH
Nathan,Goff,1843-02-09,M,rep,1883-12-03,1885-03-03,WV
Forrest,Goodwin,1862-06-14,M,rep,1913-04-07,1915-03-03,ME
George,Gorman,1873-04-13,M,rep,1913-04-07,1915-03-03,IL
James,Graham,1852-04-14,M,rep,1909-03-15,1911-03-03,IL
James,Gudger,1855-10-22,M,rep,1903-11-09,1905-03-03,NC
Winfield,Hammond,1863-11-17,M,rep,1907-12-02,1909-03-03,MN
Christopher,Harris,1842-01-28,M,rep,1913-04-07,1915-03-03,AL
Francis,Harrison,1873-12-18,M,rep,1903-11-09,1905-03-03,NY
John,Heiskell,1872-11-02,M,sen,1913-04-07,1913-12-31,AR
William,Hinebaugh,1867-12-16,M,rep,1913-04-07,1915-03-03,IL
Richmond,Hobson,1870-08-17,M,rep,1907-12-02,1909-03-03,AL
Henry,Hollis,1869-08-30,M,sen,1913-04-07,1919-03-03,NH
Stephen,Hoxworth,1860-05-01,M,rep,1913-04-07,1915-03-03,IL
William,Hughes,1872-04-03,M,rep,1903-11-09,1905-03-03,NJ
Ollie,James,1871-07-27,M,rep,1903-11-09,1905-03-03,KY
Jacob,Johnson,1847-11-01,M,rep,1913-04-07,1915-03-03,UT
Rienzi,Johnston,1849-09-09,M,sen,1913-04-07,1913-12-31,TX
William,Kavanaugh,1866-03-03,M,sen,1913-04-07,1913-12-31,AR
William,Kennedy,1854-12-19,M,rep,1913-04-07,1915-03-03,CT
George,Kindel,1855-03-02,M,rep,1913-04-07,1915-03-03,CO
Eugene,Kinkead,1876-03-27,M,rep,1909-03-15,1911-03-03,NJ
Sanford,Kirkpatrick,1842-02-11,M,rep,1913-04-07,1915-03-03,IA
Joseph,Knowland,1873-08-05,M,rep,1903-11-09,1905-03-03,CA
George,Konig,1856-01-26,M,rep,1911-04-04,1913-03-03,MD
Charles,Korbly,1871-03-24,M,rep,1909-03-15,1911-03-03,IN
Claude,L’Engle,1868-10-19,M,rep,1913-04-07,1915-03-03,FL
Abraham,Lafferty,1875-06-10,M,rep,1911-04-04,1913-03-03,OR
Harry,Lane,1855-08-28,M,sen,1913-04-07,1917-12-31,OR
Jonathan,Langham,1861-08-04,M,rep,1909-03-15,1911-03-03,PA
Robert,Lee,1868-10-12,M,rep,1911-04-04,1913-03-03,PA
George,Legaré,1869-11-11,M,rep,1903-11-09,1905-03-03,SC
Jefferson,Levy,1852-04-16,M,rep,1899-12-04,1901-03-03,NY
Fred,Lewis,1865-02-08,M,rep,1913-04-07,1915-03-03,PA
Francis,Lindquist,1869-09-27,M,rep,1913-04-07,1915-03-03,MI
James,Logue,1863-02-22,M,rep,1913-04-07,1915-03-03,PA
William,MacDonald,1873-11-17,M,rep,1913-04-07,1915-03-03,MI
John,Maguire,1870-11-29,M,rep,1909-03-15,1911-03-03,NE
Bryan,Mahan,1856-05-01,M,rep,1913-04-07,1915-03-03,CT
James,Manahan,1866-03-12,M,rep,1913-04-07,1915-03-03,MN
Eben,Martin,1855-04-12,M,rep,1901-12-02,1903-03-03,SD
Lewis,Martin,1844-02-22,M,rep,1913-04-07,1915-03-03,NJ
Thomas,Martin,1847-07-29,M,sen,1895-12-02,1901-03-03,VA
George,McClellan,1856-10-10,M,rep,1913-04-07,1915-03-03,NY
Walter,McCoy,1859-12-08,M,rep,1911-04-04,1913-03-03,NJ
Bird,McGuire,1865-10-13,M,rep,1903-11-09,1905-03-03,OK
Edwin,Merritt,1860-07-25,M,rep,1911-04-04,1913-03-03,NY
Herman,Metz,1867-10-19,M,rep,1913-04-07,1915-03-03,NY
John,Mitchell,1873-05-09,M,rep,1909-03-15,1911-03-03,MA
William,Mulkey,1871-07-27,M,rep,1913-04-07,1915-03-03,AL
Victor,Murdock,1871-03-18,M,rep,1903-11-09,1905-03-03,KS
William,Murray,1881-09-07,M,rep,1911-04-04,1913-03-03,MA
George,Neeley,1879-08-01,M,rep,1911-04-04,1913-03-03,KS
James,O’Brien,1860-07-15,M,rep,1913-04-07,1915-03-03,NY
Frank,O’Hair,1870-03-12,M,rep,1913-04-07,1915-03-03,IL
Denis,O’Leary,1863-01-22,M,rep,1913-04-07,1915-03-03,NY
Alexander,Palmer,1872-05-04,M,rep,1909-03-15,1911-03-03,PA
Charles,Patton,1859-07-05,M,rep,1911-04-04,1913-03-03,PA
Sereno,Payne,1843-06-26,M,rep,1883-12-03,1885-03-03,NY
Irvin,Pepper,1876-06-10,M,rep,1911-04-04,1913-03-03,IA
Andrew,Peters,1872-04-03,M,rep,1907-12-02,1909-03-03,MA
John,Peterson,1850-07-04,M,rep,1913-04-07,1915-03-03,IN
Frank,Plumley,1844-12-17,M,rep,1909-03-15,1911-03-03,VT
James,Post,1863-11-25,M,rep,1911-04-04,1913-03-03,OH
Solomon,Prouty,1854-01-17,M,rep,1911-04-04,1913-03-03,IA
Eugene,Reed,1866-04-23,M,rep,1913-04-07,1915-03-03,NH
Thomas,Reilly,1858-09-20,M,rep,1911-04-04,1913-03-03,CT
William,Richardson,1839-05-08,M,rep,1899-12-04,1901-03-03,AL
Seaborn,Roddenbery,1870-01-12,M,rep,1909-03-15,1911-03-03,GA
John,Rothermel,1856-03-07,M,rep,1907-12-02,1909-03-03,PA
Arthur,Rupley,1868-11-13,M,rep,1913-04-07,1915-03-03,PA
Willard,Saulsbury,1861-04-17,M,sen,1913-04-07,1919-03-03,DE
Harry,Seldomridge,1864-10-01,M,rep,1913-04-07,1915-03-03,CO
John,Shafroth,1854-06-09,M,rep,1895-12-02,1897-03-03,CO
William,Sharp,1859-03-14,M,rep,1909-03-15,1911-03-03,OH
Frank,Smith,1859-08-27,M,rep,1913-04-07,1915-03-03,MD
Samuel,Smith,1852-08-23,M,rep,1897-03-15,1899-03-03,MI
William,Smith,1859-05-12,M,rep,1895-12-02,1897-03-03,MI
Frederick,Stevens,1861-01-01,M,rep,1897-03-15,1899-03-03,MN
Raymond,Stevens,1874-06-18,M,rep,1913-04-07,1915-03-03,NH
Lawrence,Stringer,1866-02-24,M,rep,1913-04-07,1915-03-03,IL
Timothy,Sullivan,1862-07-23,M,rep,1903-11-09,1905-03-03,NY
Charles,Talcott,1857-06-10,M,rep,1911-04-04,1913-03-03,NY
Benjamin,Taylor,1877-12-21,M,rep,1913-04-07,1915-03-03,NY
George,Taylor,1849-01-16,M,rep,1897-03-15,1899-03-03,AL
Thomas,Thacher,1858-07-20,M,rep,1913-04-07,1915-03-03,MA
William,Thompson,1871-10-14,M,sen,1913-04-07,1919-03-03,KS
Charles,Thomson,1877-02-13,M,rep,1913-04-07,1915-03-03,IL
Benjamin,Tillman,1847-08-11,M,sen,1895-12-02,1901-03-03,SC
Edward,Townsend,1855-02-10,M,rep,1911-04-04,1913-03-03,NJ
William,Tuttle,1870-12-10,M,rep,1911-04-04,1913-03-03,NJ
Edwin,Underhill,1861-10-07,M,rep,1911-04-04,1913-03-03,NY
James,Vardaman,1861-07-26,M,sen,1913-04-07,1919-03-03,MS
Horace,Vaughan,1867-12-02,M,rep,1913-04-07,1915-03-03,TX
Henry,Vollmer,1867-07-28,M,rep,1913-04-07,1915-03-03,IA
Samuel,Wallin,1856-07-31,M,rep,1913-04-07,1915-03-03,NY
Allan,Walsh,1874-08-29,M,rep,1913-04-07,1915-03-03,NJ
Claude,Weaver,1867-03-19,M,rep,1913-04-07,1915-03-03,OK
William,Webb,1842-11-11,M,sen,1913-04-07,1913-12-31,TN
John,Weeks,1860-04-11,M,rep,1905-12-04,1907-03-03,MA
John,Whitacre,1860-12-28,M,rep,1911-04-04,1913-03-03,OH
William,Wilder,1855-05-14,M,rep,1911-04-04,1913-03-03,MA
Frank,Wilson,1857-12-22,M,rep,1899-12-04,1901-03-03,NY
Horace,Young,1850-08-04,M,rep,1903-11-09,1905-03-03,MI
Johnson,Camden,1865-01-05,M,sen,1914-06-16,1915-03-03,KY
Thomas,Hardwick,1872-12-09,M,rep,1903-11-09,1905-03-03,GA
Blair,Lee,1857-08-09,M,sen,1914-01-01,1917-03-03,MD
William,West,1849-08-23,M,sen,1914-03-02,1915-03-03,GA
Francis,White,1847-03-13,M,sen,1914-01-01,1915-03-03,AL
John,Abercrombie,1866-05-17,M,rep,1913-04-07,1915-03-03,AL
John,Adair,1864-12-22,M,rep,1907-12-02,1909-03-03,IN
Wyatt,Aiken,1863-12-14,M,rep,1903-11-09,1905-03-03,SC
Alfred,Allen,1867-07-23,M,rep,1911-04-04,1913-03-03,OH
Warren,Bailey,1855-01-08,M,rep,1913-04-07,1915-03-03,PA
Andrew,Barchfeld,1863-05-18,M,rep,1905-12-04,1907-03-03,PA
Cyrus,Beales,1877-12-16,M,rep,1915-12-06,1917-03-03,PA
John,Beckham,1869-08-05,M,sen,1915-12-06,1921-03-03,KY
Henry,Benedict,1878-02-20,M,rep,1915-12-06,1917-03-03,CA
William,Bennet,1870-11-09,M,rep,1905-12-04,1907-03-03,NY
James,Brady,1862-06-12,M,sen,1913-04-07,1915-03-03,ID
Robert,Broussard,1864-08-17,M,rep,1897-03-15,1899-03-03,LA
William,Brown,1856-04-07,M,rep,1911-04-04,1913-03-03,WV
Frank,Buchanan,1862-06-14,M,rep,1911-04-04,1913-03-03,IL
George,Burgess,1861-09-21,M,rep,1901-12-02,1903-03-03,TX
Michael,Burke,1863-10-15,M,rep,1911-04-04,1913-03-03,WI
Oscar,Callaway,1872-10-02,M,rep,1911-04-04,1913-03-03,TX
George,Chamberlain,1854-01-01,M,sen,1909-03-15,1915-03-03,OR
William,Charles,1861-04-03,M,rep,1915-12-06,1917-03-03,NY
James,Clarke,1854-08-18,M,sen,1903-11-09,1909-03-03,AR
Cyrus,Cline,1856-07-12,M,rep,1909-03-15,1911-03-03,IN
William,Coleman,1871-12-28,M,rep,1915-12-06,1917-03-03,PA
William,Cullop,1853-03-28,M,rep,1909-03-15,1911-03-03,IN
Henry,Danforth,1854-06-14,M,rep,1911-04-04,1913-03-03,NY
James,Davenport,1864-09-21,M,rep,1907-12-02,1909-03-03,OK
James,Davis,1853-12-24,M,rep,1915-12-06,1917-03-03,TX
Daniel,Driscoll,1875-03-06,M,rep,1909-03-15,1911-03-03,NY
Manuel,Earnshaw,1862-11-19,M,rep,1913-04-07,1915-03-03,PI
Michael,Farley,1863-03-01,M,rep,1915-12-06,1917-03-03,NY
Jacob,Gallinger,1837-03-28,M,rep,1885-12-07,1887-03-03,NH
Joseph,Goulden,1844-08-01,M,rep,1903-11-09,1905-03-03,NY
Asle,Gronna,1858-12-10,M,rep,1905-12-04,1907-03-03,ND
Frank,Guernsey,1866-10-15,M,rep,1907-12-02,1909-03-03,ME
Archibald,Hart,1873-02-27,M,rep,1911-04-04,1913-03-03,NJ
James,Hay,1856-01-09,M,rep,1897-03-15,1899-03-03,VA
Robert,Henry,1864-05-12,M,rep,1897-03-15,1899-03-03,TX
Asher,Hinds,1863-02-06,M,rep,1911-04-04,1913-03-03,ME
Robert,Hopwood,1856-07-24,M,rep,1915-12-06,1917-03-03,PA
Joseph,Howell,1857-02-17,M,rep,1903-11-09,1905-03-03,UT
Dudley,Hughes,1848-10-10,M,rep,1909-03-15,1911-03-03,GA
William,Humphrey,1862-03-31,M,rep,1903-11-09,1905-03-03,WA
Paul,Husting,1866-04-25,M,sen,1915-12-06,1917-12-31,WI
Edwin,Johnson,1857-02-26,M,sen,1915-12-06,1921-03-03,SD
Joseph,Johnson,1858-02-28,M,rep,1901-12-02,1903-03-03,SC
Abraham,Keister,1852-09-10,M,rep,1913-04-07,1915-03-03,PA
William,Kent,1864-03-29,M,rep,1911-04-04,1913-03-03,CA
Thomas,Konop,1879-08-17,M,rep,1911-04-04,1913-03-03,WI
Daniel,Lafean,1861-02-07,M,rep,1903-11-09,1905-03-03,PA
Charles,Lieb,1852-05-20,M,rep,1913-04-07,1915-03-03,IN
Michael,Liebel,1870-12-12,M,rep,1915-12-06,1917-03-03,PA
Charles,Lindbergh,1859-01-20,M,rep,1907-12-02,1909-03-03,MN
James,Lloyd,1857-08-28,M,rep,1897-03-15,1899-03-03,MO
George,Loft,1865-02-06,M,rep,1913-04-07,1915-03-03,NY
George,Loud,1852-06-18,M,rep,1903-11-09,1905-03-03,MI
Nelson,Matthews,1852-04-14,M,rep,1915-12-06,1917-03-03,OH
Paul,McCorkle,1863-12-19,M,rep,1915-12-06,1917-03-03,SC
Robert,McCracken,1874-03-15,M,rep,1915-12-06,1917-03-03,ID
James,McDermott,1872-02-13,M,rep,1907-12-02,1909-03-03,IL
Daniel,McGillicuddy,1859-08-27,M,rep,1911-04-04,1913-03-03,ME
Samuel,Miller,1840-04-19,M,rep,1881-12-05,1883-03-03,PA
Thomas,Miller,1886-06-26,M,rep,1915-12-06,1917-03-03,DE
William,Mooney,1855-06-15,M,rep,1915-12-06,1917-03-03,OH
Lewis,Morgan,1876-03-02,M,rep,1911-04-04,1913-03-03,LA
Martin,Morrison,1862-04-15,M,rep,1909-03-15,1911-03-03,IN
Hunter,Moss,1874-05-26,M,rep,1913-04-07,1915-03-03,WV
Ralph,Moss,1862-04-21,M,rep,1909-03-15,1911-03-03,IN
William,Murray,1869-11-21,M,rep,1913-04-07,1915-03-03,OK
Francis,Newlands,1846-08-28,M,rep,1893-08-07,1895-03-03,NV
Solomon,North,1853-05-24,M,rep,1915-12-06,1917-03-03,PA
Peter,Oakey,1861-02-25,M,rep,1915-12-06,1917-03-03,CT
Woodson,Oglesby,1867-02-09,M,rep,1913-04-07,1915-03-03,NY
Robert,Page,1859-10-26,M,rep,1903-11-09,1905-03-03,NC
Thomas,Patten,1861-09-12,M,rep,1911-04-04,1913-03-03,NY
Boies,Penrose,1860-11-01,M,sen,1897-03-15,1903-03-03,PA
James,Phelan,1861-04-20,M,sen,1915-12-06,1921-03-03,CA
Manuel,Quezon,1878-08-19,M,rep,1909-03-15,1911-03-03,PI
George,Rauch,1876-02-22,M,rep,1907-12-02,1909-03-03,IN
Luis,Rivera,1859-07-17,M,rep,1911-04-04,1913-03-03,PR
Ernest,Roberts,1858-11-22,M,rep,1899-12-04,1901-03-03,MA
Tinsley,Rucker,1848-03-24,M,rep,1915-12-06,1917-03-03,GA
Joshua,Russell,1867-08-09,M,rep,1915-12-06,1917-03-03,OH
Lawrence,Sherman,1858-11-08,M,sen,1913-04-07,1915-03-03,IL
Benjamin,Shively,1857-03-20,M,rep,1883-12-03,1885-03-03,IN
George,Smith,1864-05-28,M,rep,1913-04-07,1915-03-03,MN
Hoke,Smith,1855-09-02,M,sen,1911-04-04,1915-03-03,GA
John,Smith,1845-02-05,M,rep,1899-12-04,1900-01-12,MD
Marcus,Smith,1851-01-24,M,rep,1887-12-05,1889-03-03,AZ
William,Smith,1863-08-18,M,rep,1903-11-09,1905-03-03,TX
Stephen,Sparkman,1849-07-29,M,rep,1895-12-02,1897-03-03,FL
Thomas,Steele,1853-03-19,M,rep,1915-12-06,1917-03-03,IA
John,Stephens,1847-11-22,M,rep,1897-03-15,1899-03-03,TX
William,Stephens,1859-12-26,M,rep,1911-04-04,1913-03-03,CA
Claudius,Stone,1879-05-11,M,rep,1911-04-04,1913-03-03,IL
William,Stone,1848-05-07,M,rep,1885-12-07,1887-03-03,MO
Tom,Stout,1879-05-20,M,rep,1913-04-07,1915-03-03,MT
Joseph,Taggart,1867-06-15,M,rep,1911-04-04,1913-03-03,KS
Clyde,Tavenner,1882-02-04,M,rep,1913-04-07,1915-03-03,IL
Charles,Thomas,1849-12-06,M,sen,1913-04-07,1915-03-03,CO
Samuel,Tribble,1869-11-15,M,rep,1911-04-04,1913-03-03,GA
Seward,Williams,1870-11-07,M,rep,1915-12-06,1917-03-03,OH
William,Williams,1857-05-05,M,rep,1899-12-04,1901-03-03,IL
Emmett,Wilson,1882-09-17,M,rep,1913-04-07,1915-03-03,FL
Samuel,Witherspoon,1855-05-04,M,rep,1911-04-04,1913-03-03,MS
William,Kirby,1867-11-16,M,sen,1916-01-01,1921-03-03,AR
Thomas,Taggart,1856-11-17,M,sen,1916-03-20,1917-03-03,IN
William,Adamson,1854-08-13,M,rep,1897-03-15,1899-03-03,GA
Richard,Austin,1857-08-26,M,rep,1909-03-15,1911-03-03,TN
Mark,Bacon,1852-02-29,M,rep,1917-04-02,1919-03-03,MI
Henry,Barnhart,1858-09-11,M,rep,1907-12-02,1909-03-03,IN
Elsworth,Bathrick,1863-01-06,M,rep,1911-04-04,1913-03-03,OH
Samuel,Beakes,1861-01-11,M,rep,1913-04-07,1915-03-03,MI
Earl,Beshlin,1870-04-28,M,rep,1917-04-02,1919-03-03,PA
William,Birch,1870-08-30,M,rep,1917-04-02,1919-03-03,NJ
Orrin,Bleakley,1854-05-15,M,rep,1917-04-02,1919-03-03,PA
William,Borland,1867-10-14,M,rep,1909-03-15,1911-03-03,MO
James,Britt,1861-03-04,M,rep,1915-12-06,1917-03-03,NC
Andrew,Brodbeck,1860-04-11,M,rep,1913-04-07,1915-03-03,PA
Henry,Bruckner,1871-06-17,M,rep,1913-04-07,1915-03-03,NY
William,Calder,1869-03-03,M,rep,1905-12-04,1907-03-03,NY
John,Capstick,1856-09-02,M,rep,1915-12-06,1917-03-03,NJ
William,Carter,1864-06-15,M,rep,1915-12-06,1917-03-03,MA
William,Cary,1865-03-22,M,rep,1907-12-02,1909-03-03,WI
Henry,Clark,1850-01-07,M,rep,1917-04-02,1919-03-03,PA
Horatio,Claypool,1859-02-09,M,rep,1911-04-04,1913-03-03,OH
Daniel,Comstock,1840-12-16,M,rep,1917-04-02,1919-03-03,IN
John,Connelly,1870-02-27,M,rep,1913-04-07,1915-03-03,KS
Michael,Conry,1870-04-02,M,rep,1909-03-15,1911-03-03,NY
Edward,Cooper,1873-02-26,M,rep,1915-12-06,1917-03-03,WV
William,Cox,1861-09-06,M,rep,1907-12-02,1909-03-03,IN
Charles,Culberson,1855-06-10,M,sen,1899-12-04,1905-03-03,TX
Harry,Dale,1868-12-03,M,rep,1913-04-07,1915-03-03,NY
James,Davidson,1858-06-18,M,rep,1897-03-15,1899-03-03,WI
Perl,Decker,1875-09-10,M,rep,1913-04-07,1915-03-03,MO
George,Denton,1864-11-17,M,rep,1917-04-02,1919-03-03,IN
Martin,Dies,1870-03-13,M,rep,1909-03-15,1911-03-03,TX
Charles,Dillon,1853-12-18,M,rep,1913-04-07,1915-03-03,SD
Lincoln,Dixon,1860-02-09,M,rep,1905-12-04,1907-03-03,IN
Dudley,Doolittle,1881-06-21,M,rep,1913-04-07,1915-03-03,KS
Dow,Drukker,1872-02-07,M,rep,1913-04-07,1915-03-03,NJ
Frederick,Essen,1863-04-22,M,rep,1917-04-02,1919-03-03,MO
George,Fairchild,1854-05-06,M,rep,1907-12-02,1909-03-03,NY
David,Finley,1861-02-28,M,rep,1899-12-04,1901-03-03,SC
John,Fitzgerald,1872-03-10,M,rep,1899-12-04,1901-03-03,NY
Joseph,Flynn,1883-09-02,M,rep,1915-12-06,1917-03-03,NY
George,Foss,1863-07-02,M,rep,1895-12-02,1897-03-03,IL
Martin,Foster,1861-09-03,M,rep,1907-12-02,1909-03-03,IL
Joseph,France,1873-10-11,M,sen,1917-04-02,1923-03-03,MD
George,Francis,1883-08-12,M,rep,1917-04-02,1919-03-03,NY
Joseph,Frelinghuysen,1869-03-12,M,sen,1917-04-02,1923-03-03,NJ
Augustus,Gardner,1865-11-05,M,rep,1901-12-02,1903-03-03,MA
William,Gordon,1862-12-15,M,rep,1913-04-07,1915-03-03,OH
Edward,Gray,1870-08-18,M,rep,1915-12-06,1917-03-03,NJ
Oscar,Gray,1865-07-02,M,rep,1915-12-06,1917-03-03,AL
Alexander,Gregg,1855-01-31,M,rep,1903-11-09,1905-03-03,TX
Daniel,Griffin,1880-03-26,M,rep,1913-04-07,1915-03-03,NY
Charles,Hamilton,1874-01-23,M,rep,1913-04-07,1915-03-03,NY
Courtney,Hamlin,1858-10-27,M,rep,1903-11-09,1905-03-03,MO
Everis,Hayes,1855-03-10,M,rep,1905-12-04,1907-03-03,CA
Robert,Heaton,1873-07-01,M,rep,1915-12-06,1917-03-03,PA
Victor,Heintz,1876-11-20,M,rep,1917-04-02,1919-03-03,OH
Henry,Helgesen,1857-06-26,M,rep,1911-04-04,1913-03-03,ND
Guy,Helvering,1878-01-10,M,rep,1913-04-07,1915-03-03,KS
Walter,Hensley,1871-09-03,M,rep,1911-04-04,1913-03-03,MO
Ebenezer,Hill,1845-08-04,M,rep,1895-12-02,1897-03-03,CT
Benjamin,Hilliard,1868-01-09,M,rep,1915-12-06,1917-03-03,CO
Gilbert,Hitchcock,1859-09-18,M,rep,1903-11-09,1905-03-03,NE
David,Hollingsworth,1844-11-21,M,rep,1909-03-15,1911-03-03,OH
George,Hood,1875-01-25,M,rep,1915-12-06,1917-03-03,NC
William,Houston,1852-03-17,M,rep,1905-12-04,1907-03-03,TN
William,Howard,1875-06-29,M,rep,1911-04-04,1913-03-03,GA
George,Hulbert,1881-05-14,M,rep,1915-12-06,1917-03-03,NY
William,Jones,1849-03-21,M,rep,1891-12-07,1893-03-03,VA
Edward,Keating,1875-07-09,M,rep,1913-04-07,1915-03-03,CO
James,Kehoe,1870-04-25,M,rep,1917-04-02,1919-03-03,FL
Frank,Kellogg,1856-12-22,M,sen,1917-04-02,1923-03-03,MN
John,Key,1871-12-30,M,rep,1913-04-07,1915-03-03,OH
Philander,Knox,1853-05-06,M,sen,1904-06-10,1905-03-03,PA
William,La Follette,1860-11-30,M,rep,1911-04-04,1913-03-03,WA
Adam,Littlepage,1859-04-14,M,rep,1911-04-04,1913-03-03,WV
Charles,Lobeck,1852-04-06,M,rep,1911-04-04,1913-03-03,NE
George,Lunn,1873-06-23,M,rep,1917-04-02,1919-03-03,NY
Charles,Martin,1856-05-20,M,rep,1917-04-02,1919-03-03,IL
Porter,McCumber,1858-02-03,M,sen,1899-12-04,1905-03-03,ND
Atkins,McLemore,1857-03-13,M,rep,1915-12-06,1917-03-03,TX
Jacob,Meeker,1878-10-07,M,rep,1915-12-06,1917-03-03,MO
Clarence,Miller,1872-03-13,M,rep,1909-03-15,1911-03-03,MN
Henry,Myers,1862-10-09,M,sen,1911-04-04,1917-03-03,MT
Harry,New,1858-12-31,M,sen,1917-04-02,1923-03-03,IN
Patrick,Norton,1876-05-17,M,rep,1913-04-07,1915-03-03,ND
George,O’Shaunessy,1868-05-01,M,rep,1911-04-04,1913-03-03,RI
Daniel,Oliver,1865-10-06,M,rep,1917-04-02,1919-03-03,NY
Arthur,Overmyer,1879-05-31,M,rep,1915-12-06,1917-03-03,OH
Carroll,Page,1843-01-10,M,sen,1908-01-01,1911-03-03,VT
Miles,Poindexter,1868-04-22,M,rep,1909-03-15,1911-03-03,WA
Albert,Polk,1869-10-11,M,rep,1917-04-02,1919-03-03,DE
Atlee,Pomerene,1863-12-06,M,sen,1911-04-04,1917-03-03,OH
Caleb,Powers,1869-02-01,M,rep,1911-04-04,1913-03-03,KY
Harry,Pratt,1864-11-11,M,rep,1915-12-06,1917-03-03,NY
Jesse,Price,1863-08-15,M,rep,1913-04-07,1915-03-03,MD
Edwin,Roberts,1870-12-12,M,rep,1911-04-04,1913-03-03,NV
Charles,Rowland,1860-12-20,M,rep,1915-12-06,1917-03-03,PA
Joseph,Russell,1854-08-23,M,rep,1907-12-02,1909-03-03,MO
George,Scott,1864-08-08,M,rep,1911-04-04,1913-03-03,IA
John,Scott,1873-07-06,M,rep,1915-12-06,1917-03-03,PA
Dorsey,Shackleford,1853-08-27,M,rep,1899-12-04,1901-03-03,MO
Joseph,Sherley,1871-11-28,M,rep,1903-11-09,1905-03-03,KY
Jouett,Shouse,1879-12-10,M,rep,1915-12-06,1917-03-03,KS
James,Slayden,1853-06-01,M,rep,1897-03-15,1899-03-03,TX
Charles,Smith,1870-09-14,M,rep,1911-04-04,1913-03-03,NY
John,Snook,1862-12-18,M,rep,1901-12-02,1903-03-03,OH
Dan,Stephens,1868-11-04,M,rep,1911-04-04,1913-03-03,NE
Bruce,Sterling,1870-09-28,M,rep,1917-04-02,1919-03-03,PA
John,Sterling,1857-02-01,M,rep,1903-11-09,1905-03-03,IL
Cyrus,Sulloway,1839-06-08,M,rep,1895-12-02,1897-03-03,NH
Howard,Sutherland,1865-09-08,M,rep,1913-04-07,1915-03-03,WV
Oscar,Swift,1869-04-11,M,rep,1915-12-06,1917-03-03,NY
Robert,Switzer,1863-03-06,M,rep,1911-04-04,1913-03-03,OH
Joshua,Talbott,1843-07-29,M,rep,1879-03-18,1881-03-03,MD
Thomas,Templeton,1867-11-08,M,rep,1917-04-02,1919-03-03,PA
Charles,Townsend,1856-08-15,M,rep,1903-11-09,1905-03-03,MI
William,Waldow,1882-08-26,M,rep,1917-04-02,1919-03-03,NY
John,Walker,1874-02-23,M,rep,1913-04-07,1915-03-03,GA
William,Walton,1871-01-23,M,rep,1917-04-02,1919-03-03,NM
George,White,1872-08-21,M,rep,1911-04-04,1913-03-03,OH
John,Williams,1854-07-30,M,rep,1893-08-07,1895-03-03,MS
Josiah,Wolcott,1877-10-31,M,sen,1917-04-02,1921-12-31,DE
Frank,Woods,1868-12-11,M,rep,1909-03-15,1911-03-03,IA
David,Baird,1839-04-07,M,sen,1918-02-23,1919-03-03,NJ
Christie,Benet,1879-12-26,M,sen,1918-07-06,1919-03-03,SC
Irving,Drew,1845-01-08,M,sen,1918-09-02,1919-03-03,NH
Edward,Gay,1878-05-05,M,sen,1918-01-01,1921-03-03,LA
Walter,Guion,1849-04-03,M,sen,1918-04-22,1919-03-03,LA
Charles,Henderson,1873-06-08,M,sen,1918-01-12,1921-03-03,NV
George,Martin,1876-08-18,M,sen,1918-09-07,1919-03-03,KY
Frederick,Mulkey,1874-01-06,M,sen,1907-12-02,1907-12-31,OR
John,Nugent,1868-06-28,M,sen,1918-01-22,1921-03-03,ID
William,Pollock,1870-12-09,M,sen,1918-01-01,1919-03-03,SC
Xenophon,Wilfley,1871-03-18,M,sen,1918-04-30,1919-03-03,MO
Joshua,Alexander,1852-01-22,M,rep,1907-12-02,1909-03-03,MO
William,Andrews,1876-11-13,M,rep,1919-05-19,1921-03-03,MD
John,Babka,1884-03-16,M,rep,1919-05-19,1921-03-03,OH
John,Baer,1886-03-29,M,rep,1917-04-02,1919-03-03,ND
Lewis,Ball,1861-09-21,M,rep,1901-12-02,1903-03-03,DE
John,Bankhead,1842-09-13,M,rep,1887-12-05,1889-03-03,AL
Carlos,Bee,1867-07-08,M,rep,1919-05-19,1921-03-03,TX
Carville,Benson,1872-08-24,M,rep,1917-04-02,1919-03-03,MD
William,Bland,1861-01-21,M,rep,1919-05-19,1921-03-03,MO
Charles,Booher,1848-01-31,M,rep,1887-12-05,1889-03-03,MO
William,Browning,1850-04-11,M,rep,1911-04-04,1913-03-03,NJ
Clement,Brumbaugh,1863-02-28,M,rep,1913-04-07,1915-03-03,OH
John,Burnett,1854-01-20,M,rep,1899-12-04,1901-03-03,AL
Charles,Caldwell,1875-06-18,M,rep,1915-12-06,1917-03-03,NY
Ezekiel,Candler,1862-01-18,M,rep,1901-12-02,1903-03-03,MS
